"Obec/město/KATASTR","Okres","Kraj","PČR útvar","Číslo katastru","Původní (chybné) zařazení/Poznámka","PRIORITA",,
"Doubravice nad Svitavou","Blansko","Jihomoravský kraj","OOP Boskovice",,,,"oop boskovice",
"Drnovice","Blansko","Jihomoravský kraj","OOP Boskovice",,,,"oop boskovice",
"Jabloňany","Blansko","Jihomoravský kraj","OOP Boskovice",,,,"oop boskovice",
"Knínice u Boskovic","Blansko","Jihomoravský kraj","OOP Boskovice",,,,"oop boskovice",
"Kořenec","Blansko","Jihomoravský kraj","OOP Boskovice",,,,"oop boskovice",
"Kozárov","Blansko","Jihomoravský kraj","OOP Boskovice",,,,"oop boskovice",
"Krhov","Blansko","Jihomoravský kraj","OOP Boskovice",,,,"oop boskovice",
"Kunčina Ves","Blansko","Jihomoravský kraj","OOP Boskovice",,,,"oop boskovice",
"Kunice","Blansko","Jihomoravský kraj","OOP Boskovice",,,,"oop boskovice",
"Kuničky","Blansko","Jihomoravský kraj","OOP Boskovice",,,,"oop boskovice",
"Lhota Rapotina","Blansko","Jihomoravský kraj","OOP Boskovice",,,,"oop boskovice",
"Lhota u Lysic","Blansko","Jihomoravský kraj","OOP Boskovice",,,,"oop boskovice",
"Ludíkov","Blansko","Jihomoravský kraj","OOP Boskovice",,,,"oop boskovice",
"Lysice","Blansko","Jihomoravský kraj","OOP Boskovice",,,,"oop boskovice",
"Němčice","Blansko","Jihomoravský kraj","OOP Boskovice",,,,"oop boskovice",
"Obora","Blansko","Jihomoravský kraj","OOP Boskovice",,,,"oop boskovice",
"Okrouhlá","Blansko","Jihomoravský kraj","OOP Boskovice",,,,"oop boskovice",
"Pamětice","Blansko","Jihomoravský kraj","OOP Boskovice",,,,"oop boskovice",
"Šebetov","Blansko","Jihomoravský kraj","OOP Boskovice",,,,"oop boskovice",
"Skalice nad Svitavou","Blansko","Jihomoravský kraj","OOP Boskovice",,,,"oop boskovice",
"Štěchov","Blansko","Jihomoravský kraj","OOP Boskovice",,,,"oop boskovice",
"Suchý","Blansko","Jihomoravský kraj","OOP Boskovice",,,,"oop boskovice",
"Sudice","Blansko","Jihomoravský kraj","OOP Boskovice",,,,"oop boskovice",
"Světlá","Blansko","Jihomoravský kraj","OOP Boskovice",,,,"oop boskovice",
"Uhřice","Blansko","Jihomoravský kraj","OOP Boskovice",,,,"oop boskovice",
"Újezd u Boskovic","Blansko","Jihomoravský kraj","OOP Boskovice",,,,"oop boskovice",
"Úsobrno","Blansko","Jihomoravský kraj","OOP Boskovice",,,,"oop boskovice",
"Valchov","Blansko","Jihomoravský kraj","OOP Boskovice",,,,"oop boskovice",
"Vanovice","Blansko","Jihomoravský kraj","OOP Boskovice",,,,"oop boskovice",
"Vážany","Blansko","Jihomoravský kraj","OOP Boskovice",,,,"oop boskovice",
"Velenov","Blansko","Jihomoravský kraj","OOP Boskovice",,,,"oop boskovice",
"Voděrady","Blansko","Jihomoravský kraj","OOP Boskovice",,,,"oop boskovice",
"Žďárná","Blansko","Jihomoravský kraj","OOP Boskovice",,,,"oop boskovice",
"Žerůtky","Blansko","Jihomoravský kraj","OOP Boskovice",,,,"oop boskovice",
"Brandýs nad Labem-Stará Boleslav","Praha-východ","Středočeský kraj","OOP Brandýs nad Labem",,,,"oop brandýs nad labem",
"Brázdim","Praha-východ","Středočeský kraj","OOP Brandýs nad Labem",,,,"oop brandýs nad labem",
"Dřevčice","Praha-východ","Středočeský kraj","OOP Brandýs nad Labem",,,,"oop brandýs nad labem",
"Jenštejn","Praha-východ","Středočeský kraj","OOP Brandýs nad Labem",,,,"oop brandýs nad labem",
"Káraný","Praha-východ","Středočeský kraj","OOP Brandýs nad Labem",,,,"oop brandýs nad labem",
"Mratín","Praha-východ","Středočeský kraj","OOP Brandýs nad Labem",,,,"oop brandýs nad labem",
"Nový Vestec","Praha-východ","Středočeský kraj","OOP Brandýs nad Labem",,,,"oop brandýs nad labem",
"Podolanka","Praha-východ","Středočeský kraj","OOP Brandýs nad Labem",,,,"oop brandýs nad labem",
"Polerady","Praha-východ","Středočeský kraj","OOP Brandýs nad Labem",,,,"oop brandýs nad labem",
"Přezletice","Praha-východ","Středočeský kraj","OOP Brandýs nad Labem",,,,"oop brandýs nad labem",
"Radonice","Praha-východ","Středočeský kraj","OOP Brandýs nad Labem",,,,"oop brandýs nad labem",
"Sluhy","Praha-východ","Středočeský kraj","OOP Brandýs nad Labem",,,,"oop brandýs nad labem",
"Veleň","Praha-východ","Středočeský kraj","OOP Brandýs nad Labem",,,,"oop brandýs nad labem",
"Zápy","Praha-východ","Středočeský kraj","OOP Brandýs nad Labem",,,,"oop brandýs nad labem",
"Břeclav","Břeclav","Jihomoravský kraj","OOP Břeclav",,,,"oop břeclav",
"Bulhary","Břeclav","Jihomoravský kraj","OOP Břeclav",,,,"oop břeclav",
"Hlohovec","Břeclav","Jihomoravský kraj","OOP Břeclav",,,,"oop břeclav",
"Hrušky","Břeclav","Jihomoravský kraj","OOP Břeclav",,,,"oop břeclav",
"Kostice","Břeclav","Jihomoravský kraj","OOP Břeclav",,,,"oop břeclav",
"Ladná","Břeclav","Jihomoravský kraj","OOP Břeclav",,,,"oop břeclav",
"Lanžhot","Břeclav","Jihomoravský kraj","OOP Břeclav",,,,"oop břeclav",
"Lednice","Břeclav","Jihomoravský kraj","OOP Břeclav",,,,"oop břeclav",
"Moravská Nová Ves","Břeclav","Jihomoravský kraj","OOP Břeclav",,,,"oop břeclav",
"Moravský Žižkov","Břeclav","Jihomoravský kraj","OOP Břeclav",,,,"oop břeclav",
"Podivín","Břeclav","Jihomoravský kraj","OOP Břeclav",,,,"oop břeclav",
"Tvrdonice","Břeclav","Jihomoravský kraj","OOP Břeclav",,,,"oop břeclav",
"Týnec","Břeclav","Jihomoravský kraj","OOP Břeclav",,,,"oop břeclav",
"Valtice","Břeclav","Jihomoravský kraj","OOP Břeclav",,,,"oop břeclav",
"Březnice","Příbram","Středočeský kraj","OOP Březnice",,,,"oop březnice",
"Chrást","Příbram","Středočeský kraj","OOP Březnice",,,,"oop březnice",
"Drahenice","Příbram","Středočeský kraj","OOP Březnice",,,,"oop březnice",
"Hlubyně","Příbram","Středočeský kraj","OOP Březnice",,,,"oop březnice",
"Horčápsko","Příbram","Středočeský kraj","OOP Březnice",,,,"oop březnice",
"Hudčice","Příbram","Středočeský kraj","OOP Březnice",,,,"oop březnice",
"Hvožďany","Příbram","Středočeský kraj","OOP Březnice",,,,"oop březnice",
"Koupě","Příbram","Středočeský kraj","OOP Březnice",,,,"oop březnice",
"Modřovice","Příbram","Středočeský kraj","OOP Březnice",,,,"oop březnice",
"Nestrašovice","Příbram","Středočeský kraj","OOP Březnice",,,,"oop březnice",
"Počaply","Příbram","Středočeský kraj","OOP Březnice",,,,"oop březnice",
"Starosedlský Hrádek","Příbram","Středočeský kraj","OOP Březnice",,,,"oop březnice",
"Svojšice","Příbram","Středočeský kraj","OOP Březnice",,,,"oop březnice",
"Tochovice","Příbram","Středočeský kraj","OOP Březnice",,,,"oop březnice",
"Třebsko","Příbram","Středočeský kraj","OOP Březnice",,,,"oop březnice",
"Tušovice","Příbram","Středočeský kraj","OOP Březnice",,,,"oop březnice",
"Volenice","Příbram","Středočeský kraj","OOP Březnice",,,,"oop březnice",
"Bílence","Chomutov","Ústecký kraj","OOP Březno",,,,"oop březno",
"Březno","Chomutov","Ústecký kraj","OOP Březno",,,,"oop březno",
"Droužkovice","Chomutov","Ústecký kraj","OOP Březno",,,,"oop březno",
"Hrušovany","Chomutov","Ústecký kraj","OOP Březno",,,,"oop březno",
"Nezabylice","Chomutov","Ústecký kraj","OOP Březno",,,,"oop březno",
"Všehrdy","Chomutov","Ústecký kraj","OOP Březno",,,,"oop březno",
"Božanov","Náchod","Královéhradecký kraj","OOP Broumov",,,,"oop broumov",
"Broumov","Náchod","Královéhradecký kraj","OOP Broumov",,,,"oop broumov",
"Hejtmánkovice","Náchod","Královéhradecký kraj","OOP Broumov",,,,"oop broumov",
"Heřmánkovice","Náchod","Královéhradecký kraj","OOP Broumov",,,,"oop broumov",
"Hynčice","Náchod","Královéhradecký kraj","OOP Broumov",,,,"oop broumov",
"Jetřichov","Náchod","Královéhradecký kraj","OOP Broumov",,,,"oop broumov",
"Křinice","Náchod","Královéhradecký kraj","OOP Broumov",,,,"oop broumov",
"Martínkovice","Náchod","Královéhradecký kraj","OOP Broumov",,,,"oop broumov",
"Meziměstí","Náchod","Královéhradecký kraj","OOP Broumov",,,,"oop broumov",
"Otovice","Náchod","Královéhradecký kraj","OOP Broumov",,,,"oop broumov",
"Šonov","Náchod","Královéhradecký kraj","OOP Broumov",,,,"oop broumov",
"Vernéřovice","Náchod","Královéhradecký kraj","OOP Broumov",,,,"oop broumov",
"Andělská Hora","Bruntál","Moravskoslezský kraj","OOP Bruntál",,,,"oop bruntál",
"Bílčice","Bruntál","Moravskoslezský kraj","OOP Bruntál",,,,"oop bruntál",
"Bruntál","Bruntál","Moravskoslezský kraj","OOP Bruntál",,,,"oop bruntál",
"Dlouhá Stráň","Bruntál","Moravskoslezský kraj","OOP Bruntál",,,,"oop bruntál",
"Dvorce","Bruntál","Moravskoslezský kraj","OOP Bruntál",,,,"oop bruntál",
"Horní Benešov","Bruntál","Moravskoslezský kraj","OOP Bruntál",,,,"oop bruntál",
"Horní Životice","Bruntál","Moravskoslezský kraj","OOP Bruntál",,,,"oop bruntál",
"Křišťanovice","Bruntál","Moravskoslezský kraj","OOP Bruntál",,,,"oop bruntál",
"Leskovec nad Moravicí","Bruntál","Moravskoslezský kraj","OOP Bruntál",,,,"oop bruntál",
"Mezina","Bruntál","Moravskoslezský kraj","OOP Bruntál",,,,"oop bruntál",
"Milotice nad Opavou","Bruntál","Moravskoslezský kraj","OOP Bruntál",,,,"oop bruntál",
"Moravskoslezský Kočov","Bruntál","Moravskoslezský kraj","OOP Bruntál",,,,"oop bruntál",
"Nová Pláň","Bruntál","Moravskoslezský kraj","OOP Bruntál",,,,"oop bruntál",
"Nové Heřminovy","Bruntál","Moravskoslezský kraj","OOP Bruntál",,,,"oop bruntál",
"Oborná","Bruntál","Moravskoslezský kraj","OOP Bruntál",,,,"oop bruntál",
"Razová","Bruntál","Moravskoslezský kraj","OOP Bruntál",,,,"oop bruntál",
"Roudno","Bruntál","Moravskoslezský kraj","OOP Bruntál",,,,"oop bruntál",
"Rudná pod Pradědem","Bruntál","Moravskoslezský kraj","OOP Bruntál",,,,"oop bruntál",
"Staré Heřminovy","Bruntál","Moravskoslezský kraj","OOP Bruntál",,,,"oop bruntál",
"Staré Město","Bruntál","Moravskoslezský kraj","OOP Bruntál",,,,"oop bruntál",
"Světlá Hora","Bruntál","Moravskoslezský kraj","OOP Bruntál",,,,"oop bruntál",
"Svobodné Heřmanice","Bruntál","Moravskoslezský kraj","OOP Bruntál",,,,"oop bruntál",
"Václavov u Bruntálu","Bruntál","Moravskoslezský kraj","OOP Bruntál",,,,"oop bruntál",
"Valšov","Bruntál","Moravskoslezský kraj","OOP Bruntál",,,,"oop bruntál",
"Brušperk","Frýdek-Místek","Moravskoslezský kraj","OOP Brušperk",,,,"oop brušperk",
"Fryčovice","Frýdek-Místek","Moravskoslezský kraj","OOP Brušperk",,,,"oop brušperk",
"Krmelín","Frýdek-Místek","Moravskoslezský kraj","OOP Brušperk",,,,"oop brušperk",
"Paskov","Frýdek-Místek","Moravskoslezský kraj","OOP Brušperk",,,,"oop brušperk",
"Řepiště","Frýdek-Místek","Moravskoslezský kraj","OOP Brušperk",,,,"oop brušperk",
"Staříč","Frýdek-Místek","Moravskoslezský kraj","OOP Brušperk",,,,"oop brušperk",
"Žabeň","Frýdek-Místek","Moravskoslezský kraj","OOP Brušperk",,,,"oop brušperk",
"Stará Ves nad Ondřejnicí","Ostrava-město","Moravskoslezský kraj","OOP Brušperk",,,,"oop brušperk",
"Boršice","Uherské Hradiště","Zlínský kraj","OOP Buchlovice",,,,"oop buchlovice",
"Břestek","Uherské Hradiště","Zlínský kraj","OOP Buchlovice",,,,"oop buchlovice",
"Buchlovice","Uherské Hradiště","Zlínský kraj","OOP Buchlovice",,,,"oop buchlovice",
"Hostějov","Uherské Hradiště","Zlínský kraj","OOP Buchlovice",,,,"oop buchlovice",
"Medlovice","Uherské Hradiště","Zlínský kraj","OOP Buchlovice",,,,"oop buchlovice",
"Nedakonice","Uherské Hradiště","Zlínský kraj","OOP Buchlovice",,,,"oop buchlovice",
"Ořechov","Uherské Hradiště","Zlínský kraj","OOP Buchlovice",,,,"oop buchlovice",
"Osvětimany","Uherské Hradiště","Zlínský kraj","OOP Buchlovice",,,,"oop buchlovice",
"Polešovice","Uherské Hradiště","Zlínský kraj","OOP Buchlovice",,,,"oop buchlovice",
"Staré Hutě","Uherské Hradiště","Zlínský kraj","OOP Buchlovice",,,,"oop buchlovice",
"Stříbrnice","Uherské Hradiště","Zlínský kraj","OOP Buchlovice",,,,"oop buchlovice",
"Stupava","Uherské Hradiště","Zlínský kraj","OOP Buchlovice",,,,"oop buchlovice",
"Tučapy","Uherské Hradiště","Zlínský kraj","OOP Buchlovice",,,,"oop buchlovice",
"Tupesy","Uherské Hradiště","Zlínský kraj","OOP Buchlovice",,,,"oop buchlovice",
"Újezdec","Uherské Hradiště","Zlínský kraj","OOP Buchlovice",,,,"oop buchlovice",
"Vážany","Uherské Hradiště","Zlínský kraj","OOP Buchlovice",,,,"oop buchlovice",
"Zlechov","Uherské Hradiště","Zlínský kraj","OOP Buchlovice",,,,"oop buchlovice",
"Bohaté Málkovice","Vyškov","Jihomoravský kraj","OOP Bučovice",,,,"oop bučovice",
"Bohdalice-Pavlovice","Vyškov","Jihomoravský kraj","OOP Bučovice",,,,"oop bučovice",
"Brankovice","Vyškov","Jihomoravský kraj","OOP Bučovice",,,,"oop bučovice",
"Bučovice","Vyškov","Jihomoravský kraj","OOP Bučovice",,,,"oop bučovice",
"Chvalkovice","Vyškov","Jihomoravský kraj","OOP Bučovice",,,,"oop bučovice",
"Dobročkovice","Vyškov","Jihomoravský kraj","OOP Bučovice",,,,"oop bučovice",
"Dražovice","Vyškov","Jihomoravský kraj","OOP Bučovice",,,,"oop bučovice",
"Hvězdlice","Vyškov","Jihomoravský kraj","OOP Bučovice",,,,"oop bučovice",
"Kojátky","Vyškov","Jihomoravský kraj","OOP Bučovice",,,,"oop bučovice",
"Kozlany","Vyškov","Jihomoravský kraj","OOP Bučovice",,,,"oop bučovice",
"Kožušice","Vyškov","Jihomoravský kraj","OOP Bučovice",,,,"oop bučovice",
"Křižanovice","Vyškov","Jihomoravský kraj","OOP Bučovice",,,,"oop bučovice",
"Letonice","Vyškov","Jihomoravský kraj","OOP Bučovice",,,,"oop bučovice",
"Malínky","Vyškov","Jihomoravský kraj","OOP Bučovice",,,,"oop bučovice",
"Milonice","Vyškov","Jihomoravský kraj","OOP Bučovice",,,,"oop bučovice",
"Mouchnice","Vyškov","Jihomoravský kraj","OOP Bučovice",,,4,"oop bučovice",
"Mouřínov","Vyškov","Jihomoravský kraj","OOP Bučovice",,,,"oop bučovice",
"Nemochovice","Vyškov","Jihomoravský kraj","OOP Bučovice",,,,"oop bučovice",
"Nemotice","Vyškov","Jihomoravský kraj","OOP Bučovice",,,,"oop bučovice",
"Nesovice","Vyškov","Jihomoravský kraj","OOP Bučovice",,,,"oop bučovice",
"Nevojice","Vyškov","Jihomoravský kraj","OOP Bučovice",,,,"oop bučovice",
"Rašovice","Vyškov","Jihomoravský kraj","OOP Bučovice",,,,"oop bučovice",
"Snovídky","Vyškov","Jihomoravský kraj","OOP Bučovice",,,,"oop bučovice",
"Uhřice","Vyškov","Jihomoravský kraj","OOP Bučovice",,,,"oop bučovice",
"Blažkov","Žďár nad Sázavou","Kraj Vysočina","OOP Bystřice nad Pernštejnem",,,,"oop bystřice nad pernštejnem",
"Bohuňov","Žďár nad Sázavou","Kraj Vysočina","OOP Bystřice nad Pernštejnem",,,,"oop bystřice nad pernštejnem",
"Bukov","Žďár nad Sázavou","Kraj Vysočina","OOP Bystřice nad Pernštejnem",,,,"oop bystřice nad pernštejnem",
"Býšovec","Žďár nad Sázavou","Kraj Vysočina","OOP Bystřice nad Pernštejnem",,,,"oop bystřice nad pernštejnem",
"Bystřice nad Pernštejnem","Žďár nad Sázavou","Kraj Vysočina","OOP Bystřice nad Pernštejnem",,,,"oop bystřice nad pernštejnem",
"Chlum-Korouhvice","Žďár nad Sázavou","Kraj Vysočina","OOP Bystřice nad Pernštejnem",,,,"oop bystřice nad pernštejnem",
"Dalečín","Žďár nad Sázavou","Kraj Vysočina","OOP Bystřice nad Pernštejnem",,,,"oop bystřice nad pernštejnem",
"Dolní Rožínka","Žďár nad Sázavou","Kraj Vysočina","OOP Bystřice nad Pernštejnem",,,,"oop bystřice nad pernštejnem",
"Horní Rožínka","Žďár nad Sázavou","Kraj Vysočina","OOP Bystřice nad Pernštejnem",,,,"oop bystřice nad pernštejnem",
"Koroužné","Žďár nad Sázavou","Kraj Vysočina","OOP Bystřice nad Pernštejnem",,,,"oop bystřice nad pernštejnem",
"Lísek","Žďár nad Sázavou","Kraj Vysočina","OOP Bystřice nad Pernštejnem",,,,"oop bystřice nad pernštejnem",
"Milasín","Žďár nad Sázavou","Kraj Vysočina","OOP Bystřice nad Pernštejnem",,,,"oop bystřice nad pernštejnem",
"Moravecké Pavlovice","Žďár nad Sázavou","Kraj Vysočina","OOP Bystřice nad Pernštejnem",,,,"oop bystřice nad pernštejnem",
"Nyklovice","Žďár nad Sázavou","Kraj Vysočina","OOP Bystřice nad Pernštejnem",,,,"oop bystřice nad pernštejnem",
"Písečné","Žďár nad Sázavou","Kraj Vysočina","OOP Bystřice nad Pernštejnem",,,,"oop bystřice nad pernštejnem",
"Prosetín","Žďár nad Sázavou","Kraj Vysočina","OOP Bystřice nad Pernštejnem",,,,"oop bystřice nad pernštejnem",
"Rodkov","Žďár nad Sázavou","Kraj Vysočina","OOP Bystřice nad Pernštejnem",,,,"oop bystřice nad pernštejnem",
"Rovečné","Žďár nad Sázavou","Kraj Vysočina","OOP Bystřice nad Pernštejnem",,,,"oop bystřice nad pernštejnem",
"Rožná","Žďár nad Sázavou","Kraj Vysočina","OOP Bystřice nad Pernštejnem",,,,"oop bystřice nad pernštejnem",
"Rozsochy","Žďár nad Sázavou","Kraj Vysočina","OOP Bystřice nad Pernštejnem",,,,"oop bystřice nad pernštejnem",
"Sejřek","Žďár nad Sázavou","Kraj Vysočina","OOP Bystřice nad Pernštejnem",,,,"oop bystřice nad pernštejnem",
"Skorotice","Žďár nad Sázavou","Kraj Vysočina","OOP Bystřice nad Pernštejnem",,,,"oop bystřice nad pernštejnem",
"Štěpánov nad Svratkou","Žďár nad Sázavou","Kraj Vysočina","OOP Bystřice nad Pernštejnem",,,,"oop bystřice nad pernštejnem",
"Strachujov","Žďár nad Sázavou","Kraj Vysočina","OOP Bystřice nad Pernštejnem",,,,"oop bystřice nad pernštejnem",
"Strážek","Žďár nad Sázavou","Kraj Vysočina","OOP Bystřice nad Pernštejnem",,,,"oop bystřice nad pernštejnem",
"Střítež","Žďár nad Sázavou","Kraj Vysočina","OOP Bystřice nad Pernštejnem",,,,"oop bystřice nad pernštejnem",
"Sulkovec","Žďár nad Sázavou","Kraj Vysočina","OOP Bystřice nad Pernštejnem",,,,"oop bystřice nad pernštejnem",
"Ubušínek","Žďár nad Sázavou","Kraj Vysočina","OOP Bystřice nad Pernštejnem",,,,"oop bystřice nad pernštejnem",
"Ujčov","Žďár nad Sázavou","Kraj Vysočina","OOP Bystřice nad Pernštejnem",,,,"oop bystřice nad pernštejnem",
"Unčín","Žďár nad Sázavou","Kraj Vysočina","OOP Bystřice nad Pernštejnem",,,,"oop bystřice nad pernštejnem",
"Věchnov","Žďár nad Sázavou","Kraj Vysočina","OOP Bystřice nad Pernštejnem",,,,"oop bystřice nad pernštejnem",
"Velké Janovice","Žďár nad Sázavou","Kraj Vysočina","OOP Bystřice nad Pernštejnem",,,,"oop bystřice nad pernštejnem",
"Velké Tresné","Žďár nad Sázavou","Kraj Vysočina","OOP Bystřice nad Pernštejnem",,,,"oop bystřice nad pernštejnem",
"Věstín","Žďár nad Sázavou","Kraj Vysočina","OOP Bystřice nad Pernštejnem",,,,"oop bystřice nad pernštejnem",
"Věžná","Žďár nad Sázavou","Kraj Vysočina","OOP Bystřice nad Pernštejnem",,,,"oop bystřice nad pernštejnem",
"Vír","Žďár nad Sázavou","Kraj Vysočina","OOP Bystřice nad Pernštejnem",,,,"oop bystřice nad pernštejnem",
"Ždánice","Žďár nad Sázavou","Kraj Vysočina","OOP Bystřice nad Pernštejnem",,,,"oop bystřice nad pernštejnem",
"Zvole","Žďár nad Sázavou","Kraj Vysočina","OOP Bystřice nad Pernštejnem",,,,"oop bystřice nad pernštejnem",
"Blazice","Kroměříž","Zlínský kraj","OOP Bystřice pod Hostýnem",,,,"oop bystřice pod hostýnem",
"Brusné","Kroměříž","Zlínský kraj","OOP Bystřice pod Hostýnem",,,,"oop bystřice pod hostýnem",
"Bystřice pod Hostýnem","Kroměříž","Zlínský kraj","OOP Bystřice pod Hostýnem",,,,"oop bystřice pod hostýnem",
"Chomýž","Kroměříž","Zlínský kraj","OOP Bystřice pod Hostýnem",,,,"oop bystřice pod hostýnem",
"Chvalčov","Kroměříž","Zlínský kraj","OOP Bystřice pod Hostýnem",,,,"oop bystřice pod hostýnem",
"Komárno","Kroměříž","Zlínský kraj","OOP Bystřice pod Hostýnem",,,,"oop bystřice pod hostýnem",
"Loukov","Kroměříž","Zlínský kraj","OOP Bystřice pod Hostýnem",,,,"oop bystřice pod hostýnem",
"Mrlínek","Kroměříž","Zlínský kraj","OOP Bystřice pod Hostýnem",,,,"oop bystřice pod hostýnem",
"Osíčko","Kroměříž","Zlínský kraj","OOP Bystřice pod Hostýnem",,,,"oop bystřice pod hostýnem",
"Podhradní Lhota","Kroměříž","Zlínský kraj","OOP Bystřice pod Hostýnem",,,,"oop bystřice pod hostýnem",
"Rajnochovice","Kroměříž","Zlínský kraj","OOP Bystřice pod Hostýnem",,,,"oop bystřice pod hostýnem",
